id,text,type,option
explicit.stat_1669135888,#% increased Elemental Damage per Sextant affecting the area,explicit,
explicit.stat_1518701332,"You have Scorching Conflux, Brittle Conflux and Sapping Conflux while your two highest Attributes are equal",explicit,
explicit.stat_187998220,Iron Reflexes while stationary,explicit,
explicit.stat_56720831,Adds Secrets of Suffering,explicit,
explicit.stat_1387367793,Minions have #% chance to inflict Withered on Hit,explicit,
explicit.stat_426715778,1 Added Passive Skill is Lasting Impression,explicit,
explicit.stat_991194404,Regenerate #% of Energy Shield per Second while affected by Discipline,explicit,
explicit.stat_214835567,#% increased Critical Strike Chance against Enemies on Consecrated Ground while affected by Zealotry,explicit,
explicit.stat_791125124,1 Added Passive Skill is Bodyguards,explicit,
explicit.stat_80470845,#% increased Energy Shield Recovery Rate while affected by Discipline,explicit,
explicit.stat_2168987271,Arrows fired from the first firing points always Pierce,explicit,
explicit.stat_1077131949,Damage Penetrates #% Lightning Resistance while affected by Wrath,explicit,
explicit.stat_2290031712,Strength provides no bonus to Maximum Life,explicit,
explicit.stat_3294884567,1 Added Passive Skill is Ancestral Reach,explicit,
explicit.stat_1494965559,Minions have +#% to Critical Strike Multiplier per Withered Debuff on Enemy,explicit,
explicit.stat_201731102,Added Small Passive Skills also grant: #% increased Attack and Cast Speed with Lightning Skills,explicit,
explicit.stat_2108380422,Life Leech effects are not removed when Unreserved Life is Filled,explicit,
explicit.stat_1332534089,#% increased Melee Physical Damage against Ignited Enemies,explicit,
explicit.stat_2091518682,Critical Strikes Penetrate #% of Enemy Elemental Resistances while affected by Zealotry,explicit,
explicit.stat_2912949210,1 Added Passive Skill is Alchemist,explicit,
explicit.stat_3850409117,Aspect of the Cat has no Reservation,explicit,
explicit.stat_3539175001,1 Added Passive Skill is Savour the Moment,explicit,
explicit.stat_2429546158,Grants Level # Hatred Skill,explicit,
explicit.stat_1424006185,You gain Onslaught for # seconds on Kill while affected by Haste,explicit,
explicit.stat_715786975,1 Added Passive Skill is Sap Psyche,explicit,
explicit.stat_2264586521,Socketed Attacks have # to Total Mana Cost,explicit,
explicit.stat_2696557965,Socketed Gems are Supported by Level # Volley,explicit,
explicit.stat_2312747856,#% of Fire Damage Leeched as Life while affected by Anger,explicit,
explicit.stat_3545269928,#% increased Effect of Elusive on you per Power Charge,explicit,
explicit.stat_3291999509,Shock Reflection,explicit,
explicit.stat_2811179011,#% increased Reservation Efficiency of Skills while affected by a Unique Abyss Jewel,explicit,
explicit.stat_514215387,#% increased Mana Recovery Rate per 10 Intelligence on Allocated Passives in Radius,explicit,
explicit.stat_2966482502,Modifiers to Minimum Endurance Charges instead apply to Minimum Brutal Charges,explicit,
explicit.stat_1016185292,#% faster start of Energy Shield Recharge while affected by Discipline,explicit,
explicit.stat_820827484,"When you Cast a Spell, Sacrifice all Mana to gain Added Maximum Lightning Damage
equal to #% of Sacrificed Mana for 4 seconds",explicit,
explicit.stat_2735021664,Minions can hear the whispers for # seconds after they deal a Critical Strike,explicit,
explicit.stat_287112619,#% increased Duration of Elemental Ailments on You while affected by a Rare Abyss Jewel,explicit,
explicit.stat_3212859169,1 Added Passive Skill is Arcing Shot,explicit,
explicit.stat_113147867,Lose #% of Mana when you use an Attack Skill,explicit,
explicit.stat_2070361501,You take #% increased Extra Damage from Critical Strikes by Poisoned Enemies,explicit,
explicit.stat_3083201633,#% increased Cooldown Recovery Rate of Travel Skills per Frenzy Charge,explicit,
explicit.stat_1970781345,Socketed Skills deal #% more Attack Damage,explicit,
explicit.stat_3467711950,1 Added Passive Skill is Hulking Corpses,explicit,
explicit.stat_4281625943,1 Added Passive Skill is Opportunistic Fusilade,explicit,
explicit.stat_2216127021,#% increased Area of Effect while Unarmed,explicit,
explicit.stat_4147897060,#% reduced Chance to Block Attack and Spell Damage,explicit,
explicit.stat_1795365307,#% increased Movement Speed per 10 Dexterity on Allocated Passives in Radius,explicit,
explicit.stat_2538694749,#% Chance to Block Attack Damage while Dual Wielding Claws,explicit,
explicit.stat_3893109186,#% of Spell Damage Leeched as Life if Equipped Shield has at least 30% Chance to Block,explicit,
explicit.stat_968069586,1 Added Passive Skill is Chip Away,explicit,
explicit.stat_3088183606,# to Armour per 5 Evasion Rating on Equipped Shield,explicit,
explicit.stat_601272515,#% increased Chaos Damage over Time,explicit,
explicit.stat_1115914670,# to Evasion Rating per 5 Maximum Energy Shield on Equipped Shield,explicit,
explicit.stat_3357049845,#% increased Critical Strike Chance while affected by Wrath,explicit,
explicit.stat_1258679667,#% increased Physical Damage while you have Resolute Technique,explicit,
explicit.stat_394918362,1 Added Passive Skill is Expansive Might,explicit,
explicit.stat_1313498929,#% Chance to Block Spell Damage while affected by Discipline,explicit,
explicit.stat_1849042097,Added Small Passive Skills also grant: #% increased Attack and Cast Speed with Fire Skills,explicit,
explicit.stat_1811130680,#% increased Mana Recovered,explicit,
explicit.stat_959641748,Removes #% of Mana Recovered from Life when used,explicit,
explicit.stat_248838155,#% reduced Reflected Elemental Damage taken,explicit,
explicit.stat_1603621602,1 Added Passive Skill is Dark Ideation,explicit,
explicit.stat_1699077932,#% chance to Recover 10% of Mana when you use a Skill while affected by Clarity,explicit,
explicit.stat_2644533453,1 Added Passive Skill is Self-Fulfilling Prophecy,explicit,
explicit.stat_304970526,#% increased Movement Speed during any Flask Effect,explicit,
explicit.stat_1535606605,#% chance to deal Double Damage while you have at least 200 Strength,explicit,
explicit.stat_2137878565,#% increased Damage with Hits against Rare monsters,explicit,
explicit.stat_2913235441,"When you Kill a Rare monster, you gain its Modifiers for 60 seconds",explicit,
explicit.stat_3913265126,Gain #% of Weapon Physical Damage as Extra Damage of each Element,explicit,
explicit.stat_2357136187,#% increased Rogue's Marker value of primary Heist Target,explicit,
explicit.stat_1073310669,#% increased Evasion Rating if you have been Hit Recently,explicit,
explicit.stat_2444534954,#% increased Cast Speed while affected by Zealotry,explicit,
explicit.stat_3262895685,Added Small Passive Skills also grant: #% increased Attack and Cast Speed while affected by a Herald,explicit,
explicit.stat_67637087,#% less Damage taken if you have not been Hit Recently,explicit,
explicit.stat_243713911,Grants Level # Lightning Warp Skill,explicit,
explicit.stat_902747843,#% increased Damage per Frenzy Charge,explicit,
explicit.stat_418293304,#% increased Lightning Damage while affected by Wrath,explicit,
explicit.stat_988207959,Skills fire an additional Projectile if you've been Hit Recently,explicit,
explicit.stat_3082079953,Elemental Resistances are capped by your highest Maximum Elemental Resistance instead,explicit,
explicit.stat_3656959867,#% of Damage leeched as Life while affected by Vitality,explicit,
explicit.stat_3062707366,Frostbite has no Reservation if Cast as an Aura,explicit,
explicit.stat_2548097895,#% chance to Blind Enemies which Hit you while affected by Grace,explicit,
explicit.stat_3114469764,War Banner has #% increased Adrenaline duration,explicit,
explicit.stat_149574107,Adds # to # Cold Damage to Attacks with this Weapon per 10 Dexterity,explicit,
explicit.stat_3844016207,#% chance to Trigger Level 1 Raise Spiders on Kill,explicit,
explicit.stat_1919069577,Gain Arcane Surge for 4 seconds when you create Consecrated Ground while affected by Zealotry,explicit,
explicit.stat_3636098185,# to Maximum Energy Shield per 5 Armour on Equipped Shield,explicit,
explicit.stat_1777139212,1 Added Passive Skill is Corrosive Elements,explicit,
explicit.stat_2410501331,1 Added Passive Skill is Surging Vitality,explicit,
explicit.stat_531868030,Vulnerability has no Reservation if Cast as an Aura,explicit,
explicit.stat_3872380586,1 Added Passive Skill is Inspired Oppression,explicit,
explicit.stat_882876854,1 Added Passive Skill is Vicious Bite,explicit,
explicit.stat_3329402420,#% increased Movement Speed while affected by Grace,explicit,
explicit.stat_2631806437,1 Added Passive Skill is Tempered Arrowheads,explicit,
explicit.stat_1672793731,# to Level of Socketed Warcry Gems,explicit,
explicit.stat_143510471,#% chance to Avoid Elemental Damage from Hits while Phasing,explicit,
explicit.stat_1779027621,#% of Physical Damage from Hits taken as Cold Damage while affected by Purity of Ice,explicit,
explicit.stat_3237923082,Socketed Gems are Supported by Level # Momentum,explicit,
explicit.stat_2478752719,Critical Strike Chance is increased by Overcapped Lightning Resistance,explicit,
explicit.stat_3188756614,1 Added Passive Skill is Fire Attunement,explicit,
explicit.stat_2826633504,Projectiles cannot collide with Enemies at Close Range,explicit,
explicit.stat_1612414696,1 Added Passive Skill is Blowback,explicit,
explicit.stat_3351136461,1 Added Passive Skill is Disorienting Wounds,explicit,
explicit.stat_1752582590,Modifiers to Minimum Power Charges instead apply to Minimum Absorption Charges,explicit,
explicit.stat_1602173343,Gain Affliction Charges instead of Frenzy Charges,explicit,
explicit.stat_3332055899,#% increased Cooldown Recovery Rate of Movement Skills used while affected by Haste,explicit,
explicit.stat_2163419452,Effects of Consecrated Ground you create while affected by Zealotry Linger for # seconds,explicit,
explicit.stat_710105516,Regenerate #% of Life per second on Chilled Ground,explicit,
explicit.stat_1365052901,#% increased Attack Speed during any Flask Effect,explicit,
explicit.stat_3134790305,Enemies you Shock have #% reduced Movement Speed,explicit,
explicit.stat_1621496909,1 Added Passive Skill is Pure Guile,explicit,
explicit.stat_774369953,1 Added Passive Skill is Antivenom,explicit,
explicit.stat_2643613764,Cursed Enemies cannot inflict Elemental Ailments on You,explicit,
explicit.stat_4259701244,Gain # Life per Enemy Hit while affected by Vitality,explicit,
explicit.stat_3772848194,Your Hits Intimidate Enemies for 4 seconds while you are using Pride,explicit,
explicit.stat_128585622,Minions are Aggressive,explicit,
explicit.stat_2494027711,Maximum Absorption Charges is equal to Maximum Power Charges,explicit,
explicit.stat_1233358566,Conductivity has no Reservation if Cast as an Aura,explicit,
explicit.stat_1840751341,#% increased Duration of Ailments you inflict while Focused,explicit,
explicit.stat_3948776386,#% increased Damage per 15 Strength,explicit,
explicit.stat_156080652,1 Added Passive Skill is Evil Eye,explicit,
explicit.stat_2372915005,1 Added Passive Skill is Pure Might,explicit,
explicit.stat_3371719014,#% chance to deal Double Damage while using Pride,explicit,
explicit.stat_281949611,Immune to Shock while affected by Purity of Lightning,explicit,
explicit.stat_1424305790,Modifiers to Minimum Frenzy Charges instead apply to Minimum Affliction Charges,explicit,
explicit.stat_1101250813,1 Added Passive Skill is Set and Forget,explicit,
explicit.stat_3765507527,Gain # Energy Shield per Enemy Hit while affected by Discipline,explicit,
explicit.stat_2227042420,Your Physical Damage can Chill,explicit,
explicit.stat_462115791,1 Added Passive Skill is Doedre's Spite,explicit,
explicit.stat_2817027713,Maximum Affliction Charges is equal to Maximum Frenzy Charges,explicit,
explicit.stat_3692646597,#% Chance to Block Attack Damage while affected by Determination,explicit,
explicit.stat_3678841229,#% increased Movement Speed on Shocked Ground,explicit,
explicit.stat_2690790844,#% increased Life Recovery Rate while affected by Vitality,explicit,
explicit.stat_68410701,You take #% reduced Extra Damage from Critical Strikes while affected by Determination,explicit,
explicit.stat_1904419785,Grants Level # Petrification Statue Skill,explicit,
explicit.stat_2457540491,#% reduced Reflected Physical Damage taken while affected by Determination,explicit,
explicit.stat_2806391472,Unaffected by Temporal Chains while affected by Haste,explicit,
explicit.stat_4216282855,Enemies Blinded by you have #% increased Critical Strike Chance,explicit,
explicit.stat_969576725,#% chance to Evade Attack Hits while affected by Grace,explicit,
explicit.stat_1971757986,Taking Chaos Damage over Time heals you instead while Leeching Life,explicit,
explicit.stat_556659145,#% increased Mana Recovery Rate while affected by Clarity,explicit,
explicit.stat_2761732967,Summoned Raging Spirits refresh their Duration when they Kill an Ignited Enemy,explicit,
explicit.stat_3627458291,#% to Critical Strike Multiplier while affected by Anger,explicit,
explicit.stat_3032585258,#% chance to gain a Frenzy Charge on Critical Strike,explicit,
explicit.stat_42242677,#% chance to Avoid Fire Damage from Hits,explicit,
explicit.stat_2434030180,Consecrated Ground you create while affected by Zealotry causes enemies to take #% increased Damage,explicit,
explicit.stat_121436064,#% of Lightning Damage is Leeched as Energy Shield while affected by Wrath,explicit,
explicit.stat_3308936917,#% chance to Trigger Level 20 Shade Form when you Use a Socketed Skill,explicit,
explicit.stat_2135370196,#% increased Maximum Mana per Abyss Jewel affecting you,explicit,
explicit.stat_1038897629,1 Added Passive Skill is Raze and Pillage,explicit,
